Dataset Name,Column,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis
Raman Ratings Dataset,Review #,"{""conclusion"": ""1290.5""}","{""conclusion"": ""1290.5""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2579""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 645.75, 'Median': 1290.5, 'Q3': 1935.25, 'Max': 2580.0}\""""}","{""conclusion"": ""744.78179""}","{""conclusion"": ""0.0""}","{""conclusion"": ""-1.2""}"
Raman Ratings Dataset,Brand,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Nissin""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Raman Ratings Dataset,Style,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Pack""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Raman Ratings Dataset,Country,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Japan""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Raman Ratings Dataset,Stars,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Real Estate Valuation Dataset,X2 house age,"{""conclusion"": ""17.71256""}","{""conclusion"": ""16.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""43.8""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 9.025, 'Median': 16.1, 'Q3': 28.15, 'Max': 43.8}\""""}","{""conclusion"": ""11.37872""}","{""conclusion"": ""0.38293""}","{""conclusion"": ""-0.87712""}"
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,"{""conclusion"": ""1083.88569""}","{""conclusion"": ""492.2313""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""6464.63816""}","{""conclusion"": ""\""{'Min': 23.38284, 'Q1': 289.3248, 'Median': 492.2313, 'Q3': 1454.279, 'Max': 6488.021}\""""}","{""conclusion"": ""1260.58439""}","{""conclusion"": ""1.88876""}","{""conclusion"": ""3.20787""}"
Real Estate Valuation Dataset,X4 number of convenience stores,"{""conclusion"": ""4.0942""}","{""conclusion"": ""4.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""10.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.0, 'Median': 4.0, 'Q3': 6.0, 'Max': 10.0}\""""}","{""conclusion"": ""2.942""}","{""conclusion"": ""0.15461""}","{""conclusion"": ""-1.06575""}"
Real Estate Valuation Dataset,Y house price of unit area,"{""conclusion"": ""37.98019""}","{""conclusion"": ""38.45""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""109.9""}","{""conclusion"": ""\""{'Min': 7.6, 'Q1': 27.7, 'Median': 38.45, 'Q3': 46.6, 'Max': 117.5}\""""}","{""conclusion"": ""13.59004""}","{""conclusion"": ""0.59985""}","{""conclusion"": ""2.1791""}"
Salary Dataset by Job Title and Country,Age,"{""conclusion"": ""33.61056""}","{""conclusion"": ""32.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""41.0""}","{""conclusion"": ""\""{'Min': 21.0, 'Q1': 28.0, 'Median': 32.0, 'Q3': 38.0, 'Max': 62.0}\""""}","{""conclusion"": ""7.59543""}","{""conclusion"": ""0.90377""}","{""conclusion"": ""0.18681""}"
Salary Dataset by Job Title and Country,Gender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Male""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Salary Dataset by Job Title and Country,Education Level,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Salary Dataset by Job Title and Country,Job Title,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Software Engineer""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Salary Dataset by Job Title and Country,Years of Experience,"{""conclusion"": ""8.07772""}","{""conclusion"": ""7.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""34.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 3.0, 'Median': 7.0, 'Q3': 12.0, 'Max': 34.0}\""""}","{""conclusion"": ""6.02885""}","{""conclusion"": ""0.96571""}","{""conclusion"": ""0.71424""}"
Salary Dataset by Job Title and Country,Salary,"{""conclusion"": ""115307.17519""}","{""conclusion"": ""115000.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""249650.0""}","{""conclusion"": ""\""{'Min': 350.0, 'Q1': 70000.0, 'Median': 115000.0, 'Q3': 160000.0, 'Max': 250000.0}\""""}","{""conclusion"": ""52802.86049""}","{""conclusion"": ""0.05823""}","{""conclusion"": ""-1.16661""}"
Salary Dataset by Job Title and Country,Country,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""USA""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Salary Dataset by Job Title and Country,Race,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""White""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Salary Dataset by Job Title and Country,Senior,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,gender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Female""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,age,"{""conclusion"": ""43.22661""}","{""conclusion"": ""45.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""81.92""}","{""conclusion"": ""\""{'Min': 0.08, 'Q1': 25.0, 'Median': 45.0, 'Q3': 61.0, 'Max': 82.0}\""""}","{""conclusion"": ""22.61043""}","{""conclusion"": ""-0.13706""}","{""conclusion"": ""-0.99101""}"
Stroke Prediction Dataset,hypertension,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,heart_disease,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,ever_married,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,work_type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Private""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,Residence_type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Urban""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,avg_glucose_level,"{""conclusion"": ""106.14768""}","{""conclusion"": ""91.885""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""216.62""}","{""conclusion"": ""\""{'Min': 55.12, 'Q1': 77.245, 'Median': 91.88499999999999, 'Q3': 114.09, 'Max': 271.74}\""""}","{""conclusion"": ""45.27913""}","{""conclusion"": ""1.57228""}","{""conclusion"": ""1.68048""}"
Stroke Prediction Dataset,bmi,"{""conclusion"": ""28.89324""}","{""conclusion"": ""28.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""87.3""}","{""conclusion"": ""\""{'Min': 10.3, 'Q1': 23.5, 'Median': 28.1, 'Q3': 33.1, 'Max': 97.6}\""""}","{""conclusion"": ""7.85327""}","{""conclusion"": ""1.05534""}","{""conclusion"": ""3.36266""}"
Stroke Prediction Dataset,smoking_status,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""never smoked""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Stroke Prediction Dataset,stroke,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Student_Age,"{""conclusion"": ""19.68276""}","{""conclusion"": ""19.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""8.0""}","{""conclusion"": ""\""{'Min': 18.0, 'Q1': 18.0, 'Median': 19.0, 'Q3': 21.0, 'Max': 26.0}\""""}","{""conclusion"": ""1.98513""}","{""conclusion"": ""1.12107""}","{""conclusion"": ""0.69414""}"
Student Information and Grades Dataset,Sex,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Male""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,High_School_Type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""State""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Scholarship,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""50%""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Additional_Work,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Sports_activity,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Transportation,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Private""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Weekly_Study_Hours,"{""conclusion"": ""2.33103""}","{""conclusion"": ""0.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""12.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 2.0, 'Max': 12.0}\""""}","{""conclusion"": ""4.2346""}","{""conclusion"": ""1.70083""}","{""conclusion"": ""1.16501""}"
Student Information and Grades Dataset,Attendance,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Always""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Reading,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Notes,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Listening_in_Class,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Project_work,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Information and Grades Dataset,Grade,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""AA""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,school,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""GP""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,sex,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""F""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,age,"{""conclusion"": ""16.74422""}","{""conclusion"": ""17.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""7.0""}","{""conclusion"": ""\""{'Min': 15.0, 'Q1': 16.0, 'Median': 17.0, 'Q3': 18.0, 'Max': 22.0}\""""}","{""conclusion"": ""1.2172""}","{""conclusion"": ""0.4168""}","{""conclusion"": ""0.07151""}"
Student Performance Prediction Dataset,address,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""U""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,famsize,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""GT3""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,Pstatus,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""T""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,Medu,"{""conclusion"": ""2.51464""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 2.0, 'Median': 2.0, 'Q3': 4.0, 'Max': 4.0}\""""}","{""conclusion"": ""1.13368""}","{""conclusion"": ""-0.02995""}","{""conclusion"": ""-1.26062""}"
Student Performance Prediction Dataset,Fedu,"{""conclusion"": ""2.30663""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.0, 'Median': 2.0, 'Q3': 3.0, 'Max': 4.0}\""""}","{""conclusion"": ""1.09908""}","{""conclusion"": ""0.21534""}","{""conclusion"": ""-1.10924""}"
Student Performance Prediction Dataset,Mjob,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""other""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,Fjob,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""other""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,reason,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""course""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,guardian,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""mother""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,traveltime,"{""conclusion"": ""1.56857""}","{""conclusion"": ""1.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.0, 'Median': 1.0, 'Q3': 2.0, 'Max': 4.0}\""""}","{""conclusion"": ""0.74808""}","{""conclusion"": ""1.24765""}","{""conclusion"": ""1.10886""}"
Student Performance Prediction Dataset,studytime,"{""conclusion"": ""1.93066""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.0, 'Median': 2.0, 'Q3': 2.0, 'Max': 4.0}\""""}","{""conclusion"": ""0.82887""}","{""conclusion"": ""0.69962""}","{""conclusion"": ""0.03785""}"
Student Performance Prediction Dataset,failures,"{""conclusion"": ""0.22188""}","{""conclusion"": ""0.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 3.0}\""""}","{""conclusion"": ""0.59278""}","{""conclusion"": ""3.0927""}","{""conclusion"": ""9.82441""}"
Student Performance Prediction Dataset,schoolsup,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,famsup,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,paid,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,activities,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,nursery,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,higher,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,internet,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,romantic,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Student Performance Prediction Dataset,famrel,"{""conclusion"": ""3.93066""}","{""conclusion"": ""4.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 4.0, 'Median': 4.0, 'Q3': 5.0, 'Max': 5.0}\""""}","{""conclusion"": ""0.95498""}","{""conclusion"": ""-1.10593""}","{""conclusion"": ""1.34897""}"
Student Performance Prediction Dataset,freetime,"{""conclusion"": ""3.18028""}","{""conclusion"": ""3.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 3.0, 'Median': 3.0, 'Q3': 4.0, 'Max': 5.0}\""""}","{""conclusion"": ""1.05028""}","{""conclusion"": ""-0.18128""}","{""conclusion"": ""-0.39696""}"
Student Performance Prediction Dataset,goout,"{""conclusion"": ""3.1849""}","{""conclusion"": ""3.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.0, 'Median': 3.0, 'Q3': 4.0, 'Max': 5.0}\""""}","{""conclusion"": ""1.17486""}","{""conclusion"": ""-0.00858""}","{""conclusion"": ""-0.86545""}"
Student Performance Prediction Dataset,Dalc,"{""conclusion"": ""1.50231""}","{""conclusion"": ""1.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.0, 'Median': 1.0, 'Q3': 2.0, 'Max': 5.0}\""""}","{""conclusion"": ""0.92412""}","{""conclusion"": ""2.14191""}","{""conclusion"": ""4.3493""}"
Student Performance Prediction Dataset,Walc,"{""conclusion"": ""2.28043""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.0, 'Median': 2.0, 'Q3': 3.0, 'Max': 5.0}\""""}","{""conclusion"": ""1.28339""}","{""conclusion"": ""0.6359""}","{""conclusion"": ""-0.77069""}"
Student Performance Prediction Dataset,health,"{""conclusion"": ""3.53621""}","{""conclusion"": ""4.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.0, 'Median': 4.0, 'Q3': 5.0, 'Max': 5.0}\""""}","{""conclusion"": ""1.44514""}","{""conclusion"": ""-0.50066""}","{""conclusion"": ""-1.12118""}"
Student Performance Prediction Dataset,absences,"{""conclusion"": ""3.65948""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""32.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 2.0, 'Q3': 6.0, 'Max': 32.0}\""""}","{""conclusion"": ""4.63718""}","{""conclusion"": ""2.02069""}","{""conclusion"": ""5.78108""}"
Student Performance Prediction Dataset,G1,"{""conclusion"": ""11.39908""}","{""conclusion"": ""11.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""19.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 10.0, 'Median': 11.0, 'Q3': 13.0, 'Max': 19.0}\""""}","{""conclusion"": ""2.74315""}","{""conclusion"": ""-0.00277""}","{""conclusion"": ""0.03664""}"
Student Performance Prediction Dataset,G2,"{""conclusion"": ""11.57011""}","{""conclusion"": ""11.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""19.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 10.0, 'Median': 11.0, 'Q3': 13.0, 'Max': 19.0}\""""}","{""conclusion"": ""2.91139""}","{""conclusion"": ""-0.36028""}","{""conclusion"": ""1.66246""}"
Student Performance Prediction Dataset,G3,"{""conclusion"": ""11.90601""}","{""conclusion"": ""12.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""19.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 10.0, 'Median': 12.0, 'Q3': 14.0, 'Max': 19.0}\""""}","{""conclusion"": ""3.22817""}","{""conclusion"": ""-0.91291""}","{""conclusion"": ""2.7122""}"
Students Math-Reading-Writing Performance Dataset,gender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""female""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
