Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient
Student Performance Prediction Dataset,goout,G1,"{""coefficient"": -0.07405, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07822, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06083, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G2,"{""coefficient"": -0.07947, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1117, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08781, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G3,"{""coefficient"": -0.08764, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10497, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08285, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,health,"{""coefficient"": 0.05907, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08495, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07355, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,absences,"{""coefficient"": 0.17295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10428, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08793, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G1,"{""coefficient"": -0.19517, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16455, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G2,"{""coefficient"": -0.18948, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20059, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16523, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G3,"{""coefficient"": -0.20472, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20839, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17137, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,health,"{""coefficient"": 0.11499, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11428, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09359, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,absences,"{""coefficient"": 0.15637, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1451, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11661, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G1,"{""coefficient"": -0.15565, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15796, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12422, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G2,"{""coefficient"": -0.16485, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16999, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13247, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G3,"{""coefficient"": -0.17662, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13319, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,absences,"{""coefficient"": -0.03023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01117, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00884, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G1,"{""coefficient"": -0.05165, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06313, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04898, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G2,"{""coefficient"": -0.08218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09915, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07815, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G3,"{""coefficient"": -0.09885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10567, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08291, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G1,"{""coefficient"": -0.14715, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17043, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12965, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G2,"{""coefficient"": -0.12474, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16389, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12578, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G3,"{""coefficient"": -0.09138, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15851, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12286, ""conclusion"": ""Not strongly correlated""}"
Students New MRW Score Dataset,math score,reading score,"{""coefficient"": 0.00673, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00204, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00173, ""conclusion"": ""Not strongly correlated""}"
Students New MRW Score Dataset,math score,writing score,"{""coefficient"": -0.021, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.03334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02107, ""conclusion"": ""Not strongly correlated""}"
Students New MRW Score Dataset,reading score,writing score,"{""coefficient"": -0.02832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02601, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}"
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}"
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}"
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}"
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}"
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}"
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}"
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}"
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Japan,Review,"{""coefficient"": 0.14858, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25621, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18566, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Rest of World,Review,"{""coefficient"": 0.13847, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18442, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12725, ""conclusion"": ""Not strongly correlated""}"
Video Games Sales Dataset,Global,Review,"{""coefficient"": 0.18188, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33082, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2258, ""conclusion"": ""Not strongly correlated""}"
