Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""coefficient"": 0.38964, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51754, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.35579, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between MntWines and MntFruits?,easy
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""coefficient"": 0.38964, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51754, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.35579, ""conclusion"": ""Not strongly correlated""}",Are variations in MntWines associated with variations in MntFruits?,easy
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""coefficient"": 0.38964, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51754, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.35579, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between MntWines and MntFruits?,easy
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between MntWines and MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}",Do changes in MntWines relate to changes in MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}",Are variations in MntWines associated with variations in MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between MntWines and MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}",Do patterns observed in MntWines similarly appear in MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between MntWines and MntFishProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in MntWines similarly appear in MntFishProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}",Are MntWines and MntFishProducts correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}",Are variations in MntWines associated with variations in MntFishProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}",Are MntWines and MntFishProducts related in any way?,easy
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between MntWines and MntSweetProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}",Do changes in MntWines relate to changes in MntSweetProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}",How do changes in MntWines correlate with changes in MntSweetProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}",Are MntWines and MntSweetProducts correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between MntWines and MntSweetProducts?,easy
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}",Do MntWines and MntGoldProds show any linear correlation?,easy
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}",Are movements in MntWines reflected similarly in MntGoldProds?,easy
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}",How closely do MntWines and MntGoldProds follow a straight-line relationship?,easy
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}",Are variations in MntWines associated with variations in MntGoldProds?,easy
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}",Is the connection between MntWines and MntGoldProds strong?,easy
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}",Do patterns observed in MntWines similarly appear in NumWebPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}",How does the direction of change in MntWines relate to NumWebPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}",How closely do MntWines and NumWebPurchases follow a straight-line relationship?,easy
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}",Are there any correlations between MntWines and NumWebPurchases over time?,easy
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}",Are MntWines and NumWebPurchases correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}",How do changes in MntWines correlate with changes in NumCatalogPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}",Do patterns observed in MntWines similarly appear in NumCatalogPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between MntWines and NumCatalogPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}",How closely do MntWines and NumCatalogPurchases follow a straight-line relationship?,easy
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}",Is there a correlation between MntWines and NumCatalogPurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between MntWines and NumStorePurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}",Are MntWines and NumStorePurchases correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}",Are MntWines and NumStorePurchases related in any way?,easy
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}",Are movements in MntWines reflected similarly in NumStorePurchases?,easy
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}",Are variations in MntWines associated with variations in NumStorePurchases?,easy
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,"{""coefficient"": 0.5431, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71317, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5321, ""conclusion"": ""Strongly correlated""}",Do MntFruits and MntMeatProducts show any linear correlation?,easy
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,"{""coefficient"": 0.5431, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71317, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5321, ""conclusion"": ""Strongly correlated""}",Are MntFruits and MntMeatProducts correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,"{""coefficient"": 0.5431, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71317, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5321, ""conclusion"": ""Strongly correlated""}",How do changes in MntFruits correlate with changes in MntMeatProducts?,easy
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,"{""coefficient"": 0.5431, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71317, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5321, ""conclusion"": ""Strongly correlated""}",Is there a correlation between MntFruits and MntMeatProducts?,easy
