Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
FIFA Official Dataset 2023,Wage,Release Clause,Potential,"{""coefficient"": 0.75507, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Wage and Release Clause when controlling for Potential?,medium
FIFA Official Dataset 2023,Height,Weight,Potential,"{""coefficient"": 0.76386, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Potential controlled, what is the correlation strength between Height and Weight?",medium
FIFA Official Dataset 2023,Release Clause,Value,Potential,"{""coefficient"": 0.99352, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Release Clause and Value after Potential is considered?,medium
FIFA Official Dataset 2023,Special,Overall,Value,"{""coefficient"": 0.62675, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Value removed, how are Special and Overall related?",medium
FIFA Official Dataset 2023,Weight,Height,Value,"{""coefficient"": 0.76375, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Weight and Height after Value is considered?,medium
FIFA Official Dataset 2023,Height,Weight,Wage,"{""coefficient"": 0.76357, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Wage, how do Height and Weight relate to each other?",medium
FIFA Official Dataset 2023,Release Clause,Value,Wage,"{""coefficient"": 0.98579, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Release Clause and Value when controlling for Wage?,medium
FIFA Official Dataset 2023,Weight,Height,Special,"{""coefficient"": 0.75532, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Weight on Height with Special taken into consideration?,medium
FIFA Official Dataset 2023,Release Clause,Wage,Special,"{""coefficient"": 0.78044, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Special controlled, what is the correlation strength between Release Clause and Wage?",medium
FIFA Official Dataset 2023,Release Clause,Potential,Height,"{""coefficient"": 0.52436, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Height, what is the relationship between Release Clause and Potential?",medium
FIFA Official Dataset 2023,Release Clause,Wage,Height,"{""coefficient"": 0.81675, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Height removed, how are Release Clause and Wage related?",medium
FIFA Official Dataset 2023,Release Clause,Potential,Weight,"{""coefficient"": 0.52446, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Release Clause on Potential with Weight taken into consideration?,medium
FIFA Official Dataset 2023,Release Clause,Wage,Weight,"{""coefficient"": 0.81633, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Release Clause and Wage manifest when isolating Weight?,medium
Fruits and Vegetables Prices Dataset,atlantaretail,losangelesretail,farmprice,"{""coefficient"": 0.70322, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After farmprice is controlled for, what remains the relationship between atlantaretail and losangelesretail?",medium
Fruits and Vegetables Prices Dataset,chicagoretail,atlantaretail,farmprice,"{""coefficient"": 0.65991, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in farmprice, how do chicagoretail and atlantaretail interact?",medium
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,farmprice,"{""coefficient"": 0.51384, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in farmprice, how do chicagoretail and averagespread interact?",medium
Fruits and Vegetables Prices Dataset,losangelesretail,chicagoretail,farmprice,"{""coefficient"": 0.64819, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for farmprice change the relationship between losangelesretail and chicagoretail?,medium
Fruits and Vegetables Prices Dataset,newyorkretail,atlantaretail,farmprice,"{""coefficient"": 0.54426, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of farmprice removed, how are newyorkretail and atlantaretail related?",medium
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,farmprice,"{""coefficient"": 0.50396, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between newyorkretail and averagespread upon controlling for farmprice?,medium
Fruits and Vegetables Prices Dataset,averagespread,newyorkretail,farmprice,"{""coefficient"": 0.50396, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After farmprice is controlled for, what remains the relationship between averagespread and newyorkretail?",medium
Fruits and Vegetables Prices Dataset,losangelesretail,atlantaretail,chicagoretail,"{""coefficient"": 0.55806, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in chicagoretail, how do losangelesretail and atlantaretail interact?",medium
Fruits and Vegetables Prices Dataset,averagespread,farmprice,losangelesretail,"{""coefficient"": -0.64522, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for losangelesretail, what is the relationship between averagespread and farmprice?",medium
Housing Price Dataset,Price,SquareFeet,Bedrooms,"{""coefficient"": 0.7529, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Bedrooms controlled, what is the correlation strength between Price and SquareFeet?",medium
Income and Happiness Score Dataset,avg_satisfaction,std_satisfaction,adjusted_satisfaction,"{""coefficient"": 0.98775, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With adjusted_satisfaction controlled, what is the correlation strength between avg_satisfaction and std_satisfaction?",medium
Income and Happiness Score Dataset,avg_income,median_income,adjusted_satisfaction,"{""coefficient"": 0.99215, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between avg_income and median_income after adjusted_satisfaction is considered?,medium
Income and Happiness Score Dataset,median_income,avg_income,adjusted_satisfaction,"{""coefficient"": 0.99215, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does median_income correlate with avg_income when adjusted_satisfaction is held constant?,medium
Income and Happiness Score Dataset,median_income,GDP,adjusted_satisfaction,"{""coefficient"": 0.57141, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of adjusted_satisfaction, how do median_income and GDP relate to each other?",medium
Income and Happiness Score Dataset,GDP,avg_income,adjusted_satisfaction,"{""coefficient"": 0.58776, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of adjusted_satisfaction removed, how are GDP and avg_income related?",medium
Income and Happiness Score Dataset,std_satisfaction,adjusted_satisfaction,avg_satisfaction,"{""coefficient"": -0.99001, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of avg_satisfaction, how do std_satisfaction and adjusted_satisfaction relate to each other?",medium
Income and Happiness Score Dataset,avg_income,happyScore,avg_satisfaction,"{""coefficient"": 0.51074, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for avg_satisfaction, what is the relationship between avg_income and happyScore?",medium
Income and Happiness Score Dataset,median_income,avg_income,avg_satisfaction,"{""coefficient"": 0.99316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of avg_satisfaction, what correlation exists between median_income and avg_income?",medium
Income and Happiness Score Dataset,median_income,happyScore,avg_satisfaction,"{""coefficient"": 0.50031, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in avg_satisfaction, how do median_income and happyScore interact?",medium
Income and Happiness Score Dataset,income_inequality,median_income,avg_satisfaction,"{""coefficient"": -0.52803, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for avg_satisfaction, what is the relationship between income_inequality and median_income?",medium
Income and Happiness Score Dataset,happyScore,median_income,avg_satisfaction,"{""coefficient"": 0.50031, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in avg_satisfaction, how do happyScore and median_income interact?",medium
Income and Happiness Score Dataset,GDP,median_income,avg_satisfaction,"{""coefficient"": 0.60112, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between GDP and median_income considering avg_satisfaction?,medium
Income and Happiness Score Dataset,avg_income,avg_satisfaction,std_satisfaction,"{""coefficient"": 0.63701, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between avg_income and avg_satisfaction considering std_satisfaction?,medium
Income and Happiness Score Dataset,avg_income,happyScore,std_satisfaction,"{""coefficient"": 0.72128, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of avg_income on happyScore with std_satisfaction taken into consideration?,medium
Income and Happiness Score Dataset,median_income,adjusted_satisfaction,std_satisfaction,"{""coefficient"": 0.6049, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does median_income correlate with adjusted_satisfaction when std_satisfaction is held constant?,medium
Income and Happiness Score Dataset,median_income,avg_income,std_satisfaction,"{""coefficient"": 0.9943, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After std_satisfaction is controlled for, what remains the relationship between median_income and avg_income?",medium
Income and Happiness Score Dataset,median_income,GDP,std_satisfaction,"{""coefficient"": 0.80122, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between median_income and GDP considering std_satisfaction?,medium
Income and Happiness Score Dataset,happyScore,avg_satisfaction,std_satisfaction,"{""coefficient"": 0.87327, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between happyScore and avg_satisfaction after std_satisfaction is considered?,medium
Income and Happiness Score Dataset,happyScore,median_income,std_satisfaction,"{""coefficient"": 0.69287, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for std_satisfaction change the relationship between happyScore and median_income?,medium
Income and Happiness Score Dataset,GDP,adjusted_satisfaction,std_satisfaction,"{""coefficient"": 0.76176, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of std_satisfaction removed, how are GDP and adjusted_satisfaction related?",medium
Income and Happiness Score Dataset,GDP,avg_income,std_satisfaction,"{""coefficient"": 0.81945, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between GDP and avg_income considering std_satisfaction?,medium
Income and Happiness Score Dataset,GDP,happyScore,std_satisfaction,"{""coefficient"": 0.78745, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between GDP and happyScore when controlling for std_satisfaction?,medium
Income and Happiness Score Dataset,income_inequality,median_income,avg_income,"{""coefficient"": -0.7876, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for avg_income, what is the relationship between income_inequality and median_income?",medium
Income and Happiness Score Dataset,happyScore,avg_satisfaction,avg_income,"{""coefficient"": 0.76855, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When avg_income is fixed, how do happyScore and avg_satisfaction correlate?",medium
Income and Happiness Score Dataset,income_inequality,avg_income,median_income,"{""coefficient"": 0.77074, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of median_income, what correlation exists between income_inequality and avg_income?",medium
Income and Happiness Score Dataset,happyScore,avg_satisfaction,median_income,"{""coefficient"": 0.78608, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between happyScore and avg_satisfaction upon controlling for median_income?,medium
Income and Happiness Score Dataset,happyScore,adjusted_satisfaction,income_inequality,"{""coefficient"": 0.90077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With income_inequality controlled, what is the correlation strength between happyScore and adjusted_satisfaction?",medium
Income and Happiness Score Dataset,happyScore,avg_income,income_inequality,"{""coefficient"": 0.78284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of income_inequality, how do happyScore and avg_income relate to each other?",medium
Income and Happiness Score Dataset,happyScore,GDP,income_inequality,"{""coefficient"": 0.78337, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for income_inequality, what is the relationship between happyScore and GDP?",medium
Income and Happiness Score Dataset,GDP,avg_satisfaction,income_inequality,"{""coefficient"": 0.7915, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of income_inequality, what correlation exists between GDP and avg_satisfaction?",medium
Income and Happiness Score Dataset,GDP,median_income,income_inequality,"{""coefficient"": 0.77721, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With income_inequality controlled, what is the correlation strength between GDP and median_income?",medium
