Dataset Name,Column,Method,Results,question,difficulty
Bank Customer Churn Prediction Dataset,EstimatedSalary,Median,"{""conclusion"": ""100185.24""}",How do I find the median for EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Range,"{""conclusion"": ""199980.9""}",What is the difference between the maximum and minimum values in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Range,"{""conclusion"": ""199980.9""}",What's the extent of variation in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Quartile,"{""conclusion"": ""\""{'Min': 11.58, 'Q1': 50983.75, 'Median': 100185.23999999999, 'Q3': 149383.6525, 'Max': 199992.48}\""""}",Could you find the quartile divisions in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Quartile,"{""conclusion"": ""\""{'Min': 11.58, 'Q1': 50983.75, 'Median': 100185.23999999999, 'Q3': 149383.6525, 'Max': 199992.48}\""""}",Could you show the quartile segmentation of EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Standard Deviation,"{""conclusion"": ""57505.2429""}",What's the level of spread in EstimatedSalary as indicated by its standard deviation?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Standard Deviation,"{""conclusion"": ""57505.2429""}",Could you find the standard deviation value of EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Skewness,"{""conclusion"": ""0.00232""}",What is the degree of asymmetry in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Skewness,"{""conclusion"": ""0.00232""}",How skewed is the distribution of EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Kurtosis,"{""conclusion"": ""-1.18145""}",Is there significant kurtosis present in the data for EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,EstimatedSalary,Kurtosis,"{""conclusion"": ""-1.18145""}",How peaked is the distribution of EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Exited,Mode,"{""conclusion"": ""0""}",What's the most common value in Exited?,easy
Bank Customer Churn Prediction Dataset,Exited,Mode,"{""conclusion"": ""0""}",Can you tell me the most repeated value in Exited?,easy
Crop Production Dataset,Nigeria,Mean,"{""conclusion"": ""4.625""}",Can you calculate the mean for Nigeria?,easy
Crop Production Dataset,Nigeria,Mean,"{""conclusion"": ""4.625""}",How much is the average figure for Nigeria?,easy
Crop Production Dataset,Nigeria,Median,"{""conclusion"": ""3.9""}",What falls in the middle of Nigeria?,easy
Crop Production Dataset,Nigeria,Median,"{""conclusion"": ""3.9""}",Can you tell me the median value in Nigeria?,easy
Crop Production Dataset,Nigeria,Range,"{""conclusion"": ""5.7""}",What is the scale of variation for Nigeria?,easy
Crop Production Dataset,Nigeria,Range,"{""conclusion"": ""5.7""}",What is the difference between the maximum and minimum values in Nigeria?,easy
Crop Production Dataset,Nigeria,Quartile,"{""conclusion"": ""\""{'Min': 2.5, 'Q1': 3.0999999999999996, 'Median': 3.9, 'Q3': 5.425, 'Max': 8.2}\""""}",Could you show the quartile segmentation of Nigeria?,easy
Crop Production Dataset,Nigeria,Quartile,"{""conclusion"": ""\""{'Min': 2.5, 'Q1': 3.0999999999999996, 'Median': 3.9, 'Q3': 5.425, 'Max': 8.2}\""""}",What are the quartile values in Nigeria?,easy
Crop Production Dataset,Nigeria,Standard Deviation,"{""conclusion"": ""2.18332""}",Can you determine the dispersion in Nigeria using standard deviation?,easy
Crop Production Dataset,Nigeria,Standard Deviation,"{""conclusion"": ""2.18332""}","How do the numbers in Nigeria vary, as shown by the standard deviation?",easy
Crop Production Dataset,Nigeria,Skewness,"{""conclusion"": ""1.40489""}",Can you determine the skewness level for Nigeria?,easy
Crop Production Dataset,Nigeria,Skewness,"{""conclusion"": ""1.40489""}",Does Nigeria show any skewness in its distribution?,easy
Crop Production Dataset,Nigeria,Kurtosis,"{""conclusion"": ""1.91529""}",How peaked is the distribution of Nigeria?,easy
Crop Production Dataset,Nigeria,Kurtosis,"{""conclusion"": ""1.91529""}",Does Nigeria have a high or low kurtosis?,easy
Crop Production Dataset,Pakistan,Mean,"{""conclusion"": ""6.925""}",What is the average of the Pakistan values?,easy
Crop Production Dataset,Pakistan,Mean,"{""conclusion"": ""6.925""}",What does the mean of Pakistan indicate?,easy
Crop Production Dataset,Pakistan,Median,"{""conclusion"": ""7.2""}",How do I find the median for Pakistan?,easy
Crop Production Dataset,Pakistan,Median,"{""conclusion"": ""7.2""}",Can you tell me the median value in Pakistan?,easy
Crop Production Dataset,Pakistan,Range,"{""conclusion"": ""3.5""}",What's the interval between the highest and lowest points of Pakistan?,easy
Crop Production Dataset,Pakistan,Range,"{""conclusion"": ""3.5""}",Could you find the full spread of Pakistan?,easy
Crop Production Dataset,Pakistan,Quartile,"{""conclusion"": ""\""{'Min': 4.9, 'Q1': 6.625, 'Median': 7.2, 'Q3': 7.5, 'Max': 8.4}\""""}",Can you determine the quartile breakdown for Pakistan?,easy
Crop Production Dataset,Pakistan,Quartile,"{""conclusion"": ""\""{'Min': 4.9, 'Q1': 6.625, 'Median': 7.2, 'Q3': 7.5, 'Max': 8.4}\""""}",Could you show the quartile segmentation of Pakistan?,easy
Crop Production Dataset,Pakistan,Standard Deviation,"{""conclusion"": ""1.26763""}",What is the measure of standard variability for Pakistan?,easy
Crop Production Dataset,Pakistan,Standard Deviation,"{""conclusion"": ""1.26763""}","How spread out are the values in Pakistan, in terms of standard deviation?",easy
Crop Production Dataset,Pakistan,Skewness,"{""conclusion"": ""-1.07421""}",Can you determine the skewness level for Pakistan?,easy
Crop Production Dataset,Pakistan,Skewness,"{""conclusion"": ""-1.07421""}",How does the asymmetry of Pakistan?,easy
Crop Production Dataset,Pakistan,Kurtosis,"{""conclusion"": ""2.15611""}",Is there significant kurtosis present in the data for Pakistan?,easy
Crop Production Dataset,Pakistan,Kurtosis,"{""conclusion"": ""2.15611""}",How peaked is the distribution of Pakistan?,easy
Crop Production Dataset,Japan,Mean,"{""conclusion"": ""11.35""}",How do you find the average in Japan?,easy
Crop Production Dataset,Japan,Mean,"{""conclusion"": ""11.35""}",Could you determine the average amount in Japan?,easy
Crop Production Dataset,Japan,Median,"{""conclusion"": ""11.3""}",What falls in the middle of Japan?,easy
Crop Production Dataset,Japan,Median,"{""conclusion"": ""11.3""}",What number represents the median of Japan?,easy
Crop Production Dataset,Japan,Range,"{""conclusion"": ""3.4""}",Could you find the full spread of Japan?,easy
Crop Production Dataset,Japan,Range,"{""conclusion"": ""3.4""}",What is the scale of variation for Japan?,easy
Crop Production Dataset,Japan,Quartile,"{""conclusion"": ""\""{'Min': 9.7, 'Q1': 10.45, 'Median': 11.3, 'Q3': 12.2, 'Max': 13.1}\""""}",Can you determine the quartile breakdown for Japan?,easy
Crop Production Dataset,Japan,Quartile,"{""conclusion"": ""\""{'Min': 9.7, 'Q1': 10.45, 'Median': 11.3, 'Q3': 12.2, 'Max': 13.1}\""""}",How do the values in Japan spread in terms of quartiles?,easy
Crop Production Dataset,Japan,Standard Deviation,"{""conclusion"": ""1.27574""}",Could you find the standard deviation value of Japan?,easy
Crop Production Dataset,Japan,Standard Deviation,"{""conclusion"": ""1.27574""}","What is the variance measure for Japan, as indicated by its standard deviation?",easy
Crop Production Dataset,Japan,Skewness,"{""conclusion"": ""0.15829""}",Can you calculate the skew of Japan?,easy
Crop Production Dataset,Japan,Skewness,"{""conclusion"": ""0.15829""}",How does the asymmetry of Japan?,easy
Crop Production Dataset,Japan,Kurtosis,"{""conclusion"": ""-1.42292""}",How peaked is the distribution of Japan?,easy
Crop Production Dataset,Japan,Kurtosis,"{""conclusion"": ""-1.42292""}",Is there significant kurtosis present in the data for Japan?,easy
Crop Production Dataset,United States,Mean,"{""conclusion"": ""9.275""}",Could you determine the average amount in United States?,easy
Crop Production Dataset,United States,Mean,"{""conclusion"": ""9.275""}",How do you find the average in United States?,easy
Crop Production Dataset,United States,Median,"{""conclusion"": ""9.5""}",How do I find the median for United States?,easy
Crop Production Dataset,United States,Median,"{""conclusion"": ""9.5""}",How to compute the median of United States?,easy
Crop Production Dataset,United States,Range,"{""conclusion"": ""3.9""}",What's the interval between the highest and lowest points of United States?,easy
Crop Production Dataset,United States,Range,"{""conclusion"": ""3.9""}",What is the scale of variation for United States?,easy
Crop Production Dataset,United States,Quartile,"{""conclusion"": ""\""{'Min': 7.1, 'Q1': 8.299999999999999, 'Median': 9.5, 'Q3': 10.475000000000001, 'Max': 11.0}\""""}",Could you show the quartile segmentation of United States?,easy
Crop Production Dataset,United States,Quartile,"{""conclusion"": ""\""{'Min': 7.1, 'Q1': 8.299999999999999, 'Median': 9.5, 'Q3': 10.475000000000001, 'Max': 11.0}\""""}",Can you determine the quartile breakdown for United States?,easy
Crop Production Dataset,United States,Standard Deviation,"{""conclusion"": ""1.50727""}",Can you determine the dispersion in United States using standard deviation?,easy
Crop Production Dataset,United States,Standard Deviation,"{""conclusion"": ""1.50727""}",Could you provide the standard deviation for the dataset in United States?,easy
Crop Production Dataset,United States,Skewness,"{""conclusion"": ""-0.53987""}",Can you determine the skewness level for United States?,easy
Crop Production Dataset,United States,Skewness,"{""conclusion"": ""-0.53987""}",What is the degree of asymmetry in United States?,easy
Crop Production Dataset,United States,Kurtosis,"{""conclusion"": ""-1.71316""}",What is the degree of peaked for United States?,easy
Crop Production Dataset,United States,Kurtosis,"{""conclusion"": ""-1.71316""}",Is there significant kurtosis present in the data for United States?,easy
Crop Production Dataset,Brazil,Mean,"{""conclusion"": ""10.2""}",How much is the average figure for Brazil?,easy
Crop Production Dataset,Brazil,Mean,"{""conclusion"": ""10.2""}",What does the mean of Brazil indicate?,easy
Crop Production Dataset,Brazil,Median,"{""conclusion"": ""11.1""}",How do I find the median for Brazil?,easy
Crop Production Dataset,Brazil,Median,"{""conclusion"": ""11.1""}",Can you tell me the median value in Brazil?,easy
Crop Production Dataset,Brazil,Range,"{""conclusion"": ""3.8""}",Can you calculate the total span of Brazil?,easy
Crop Production Dataset,Brazil,Range,"{""conclusion"": ""3.8""}",What is the difference between the maximum and minimum values in Brazil?,easy
Crop Production Dataset,Brazil,Quartile,"{""conclusion"": ""\""{'Min': 7.4, 'Q1': 10.175, 'Median': 11.1, 'Q3': 11.125, 'Max': 11.2}\""""}",Could you show the quartile segmentation of Brazil?,easy
Crop Production Dataset,Brazil,Quartile,"{""conclusion"": ""\""{'Min': 7.4, 'Q1': 10.175, 'Median': 11.1, 'Q3': 11.125, 'Max': 11.2}\""""}",What's the quartile distribution for the data in Brazil?,easy
Crop Production Dataset,Brazil,Standard Deviation,"{""conclusion"": ""1.6171""}","How spread out are the values in Brazil, in terms of standard deviation?",easy
Crop Production Dataset,Brazil,Standard Deviation,"{""conclusion"": ""1.6171""}","What is the variance measure for Brazil, as indicated by its standard deviation?",easy
Crop Production Dataset,Brazil,Skewness,"{""conclusion"": ""-1.99615""}",How does the asymmetry of Brazil?,easy
Crop Production Dataset,Brazil,Skewness,"{""conclusion"": ""-1.99615""}",What is the degree of asymmetry in Brazil?,easy
Crop Production Dataset,Brazil,Kurtosis,"{""conclusion"": ""3.98749""}",What is the level of kurtosis in Brazil?,easy
Crop Production Dataset,Brazil,Kurtosis,"{""conclusion"": ""3.98749""}",Could you determine the extent of peaked for Brazil?,easy
Crop Production Dataset,Philippines,Mean,"{""conclusion"": ""14.35""}",How much is the average figure for Philippines?,easy
Crop Production Dataset,Philippines,Mean,"{""conclusion"": ""14.35""}",What's the mean value of Philippines?,easy
Crop Production Dataset,Philippines,Median,"{""conclusion"": ""14.1""}",Could you determine the median figure of Philippines?,easy
Crop Production Dataset,Philippines,Median,"{""conclusion"": ""14.1""}",What falls in the middle of Philippines?,easy
Crop Production Dataset,Philippines,Range,"{""conclusion"": ""9.4""}",How wide is the range of values in Philippines?,easy
Crop Production Dataset,Philippines,Range,"{""conclusion"": ""9.4""}",What is the scale of variation for Philippines?,easy
Crop Production Dataset,Philippines,Quartile,"{""conclusion"": ""\""{'Min': 9.9, 'Q1': 11.775, 'Median': 14.100000000000001, 'Q3': 16.675, 'Max': 19.3}\""""}",Could you find the quartile divisions in Philippines?,easy
Crop Production Dataset,Philippines,Quartile,"{""conclusion"": ""\""{'Min': 9.9, 'Q1': 11.775, 'Median': 14.100000000000001, 'Q3': 16.675, 'Max': 19.3}\""""}",What are the quartile values in Philippines?,easy
Crop Production Dataset,Philippines,Standard Deviation,"{""conclusion"": ""3.54295""}",Could you provide the standard deviation for the dataset in Philippines?,easy
Crop Production Dataset,Philippines,Standard Deviation,"{""conclusion"": ""3.54295""}",Can you calculate the standard deviation for Philippines?,easy
Crop Production Dataset,Philippines,Skewness,"{""conclusion"": ""0.28041""}",What is the skewness value for Philippines?,easy
Crop Production Dataset,Philippines,Skewness,"{""conclusion"": ""0.28041""}",How skewed is the distribution of Philippines?,easy
Crop Production Dataset,Philippines,Kurtosis,"{""conclusion"": ""-1.46462""}",Can you calculate the kurtosis for Philippines?,easy
Crop Production Dataset,Philippines,Kurtosis,"{""conclusion"": ""-1.46462""}",How peaked is the distribution of Philippines?,easy
Crop Production Dataset,Myanmar,Mean,"{""conclusion"": ""23.05""}",Could you determine the average amount in Myanmar?,easy
Crop Production Dataset,Myanmar,Mean,"{""conclusion"": ""23.05""}",How much is the average figure for Myanmar?,easy
Crop Production Dataset,Myanmar,Median,"{""conclusion"": ""23.05""}",What number represents the median of Myanmar?,easy
Crop Production Dataset,Myanmar,Median,"{""conclusion"": ""23.05""}",How do I find the median for Myanmar?,easy
Crop Production Dataset,Myanmar,Range,"{""conclusion"": ""18.1""}",What's the extent of variation in Myanmar?,easy
Crop Production Dataset,Myanmar,Range,"{""conclusion"": ""18.1""}",Could you find the full spread of Myanmar?,easy
Crop Production Dataset,Myanmar,Quartile,"{""conclusion"": ""\""{'Min': 14.0, 'Q1': 19.25, 'Median': 23.05, 'Q3': 26.85, 'Max': 32.1}\""""}",How are the data in Myanmar distributed across quartiles?,easy
Crop Production Dataset,Myanmar,Quartile,"{""conclusion"": ""\""{'Min': 14.0, 'Q1': 19.25, 'Median': 23.05, 'Q3': 26.85, 'Max': 32.1}\""""}",What are the quartile values in Myanmar?,easy
Crop Production Dataset,Myanmar,Standard Deviation,"{""conclusion"": ""6.56144""}","How spread out are the values in Myanmar, in terms of standard deviation?",easy
Crop Production Dataset,Myanmar,Standard Deviation,"{""conclusion"": ""6.56144""}",Can you determine the dispersion in Myanmar using standard deviation?,easy
Crop Production Dataset,Myanmar,Skewness,"{""conclusion"": ""0.0""}",How skewed is the distribution of Myanmar?,easy
Crop Production Dataset,Myanmar,Skewness,"{""conclusion"": ""0.0""}",Can you calculate the skew of Myanmar?,easy
Crop Production Dataset,Myanmar,Kurtosis,"{""conclusion"": ""0.10726""}",Is there significant kurtosis present in the data for Myanmar?,easy
Crop Production Dataset,Myanmar,Kurtosis,"{""conclusion"": ""0.10726""}",Could you determine the extent of peaked for Myanmar?,easy
Crop Production Dataset,Thailand,Mean,"{""conclusion"": ""27.225""}",How do you find the average in Thailand?,easy
Crop Production Dataset,Thailand,Mean,"{""conclusion"": ""27.225""}",Could you determine the average amount in Thailand?,easy
