Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Crop Production Dataset,Japan,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Japan demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Japan data?,easy
Crop Production Dataset,United States,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that United States data follows?,easy
Crop Production Dataset,United States,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the United States data?,easy
Crop Production Dataset,United States,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider United States to exhibit a Gamma distribution?",easy
Crop Production Dataset,Brazil,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Brazil similar to a Gamma distribution?,easy
Crop Production Dataset,Brazil,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Brazil resemble a Gamma distribution?,easy
Crop Production Dataset,Brazil,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Brazil consistent with a Gamma distribution?,easy
Crop Production Dataset,Philippines,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Philippines data?,easy
Crop Production Dataset,Philippines,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Philippines resemble a Gamma distribution?,easy
Crop Production Dataset,Philippines,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Philippines?,easy
Crop Production Dataset,Myanmar,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Myanmar by a Gamma distribution?,easy
Crop Production Dataset,Myanmar,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Myanmar similar to a Gamma distribution?,easy
Crop Production Dataset,Myanmar,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Myanmar data to have been drawn from a Gamma distribution?,easy
Crop Production Dataset,Thailand,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Thailand?,easy
Crop Production Dataset,Thailand,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Thailand data?,easy
Crop Production Dataset,Thailand,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Thailand resemble a Gamma distribution?,easy
Crop Production Dataset,Vietnam,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Vietnam to exhibit a Gamma distribution?",easy
Crop Production Dataset,Vietnam,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Vietnam data presents a Gamma distribution?,easy
Crop Production Dataset,Vietnam,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Vietnam resemble a Gamma distribution?,easy
Crop Production Dataset,Indonesia,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Indonesia conform to a Gamma distribution?,easy
Crop Production Dataset,Indonesia,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Indonesia data follows?,easy
Crop Production Dataset,Indonesia,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Indonesia resemble a Gamma distribution?,easy
Crop Production Dataset,Bangladesh,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Bangladesh data?,easy
Crop Production Dataset,Bangladesh,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Bangladesh to exhibit a Gamma distribution?",easy
Crop Production Dataset,Bangladesh,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Bangladesh by a Gamma distribution?,easy
Crop Production Dataset,India,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the India data?,easy
Crop Production Dataset,India,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in India consistent with a Gamma distribution?,easy
Crop Production Dataset,India,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of India resemble a Gamma distribution?,easy
Crop Production Dataset,China,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for China data?,easy
Crop Production Dataset,China,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of China by a Gamma distribution?,easy
Crop Production Dataset,China,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for China?,easy
Customer Personality Analysis Dataset,Income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Income resemble a Exponential distribution?,easy
Customer Personality Analysis Dataset,Income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Income similar to a Exponential distribution?,easy
Customer Personality Analysis Dataset,Income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Income is subject to Exponential distribution?,easy
Customer Personality Analysis Dataset,Kidhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Kidhome by a Exponential distribution?,easy
Customer Personality Analysis Dataset,Kidhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Kidhome data to have been drawn from a Exponential distribution?,easy
Customer Personality Analysis Dataset,Kidhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Kidhome resemble a Exponential distribution?,easy
Customer Personality Analysis Dataset,Teenhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Teenhome demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Teenhome data?,easy
Customer Personality Analysis Dataset,Teenhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Teenhome similar to a Exponential distribution?,easy
Customer Personality Analysis Dataset,Teenhome,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Teenhome data presents a Exponential distribution?,easy
Customer Personality Analysis Dataset,Recency,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Recency conform to a Exponential distribution?,easy
Customer Personality Analysis Dataset,Recency,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Recency data presents a Exponential distribution?,easy
Customer Personality Analysis Dataset,Recency,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Recency comply with the Exponential model?,easy
Customer Personality Analysis Dataset,MntWines,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of MntWines by a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntWines,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the MntWines data?,easy
Customer Personality Analysis Dataset,MntWines,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider MntWines to exhibit a Exponential distribution?",easy
Customer Personality Analysis Dataset,MntFruits,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of MntFruits similar to a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntFruits,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in MntFruits?,easy
Customer Personality Analysis Dataset,MntFruits,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for MntFruits data?,easy
Customer Personality Analysis Dataset,MntMeatProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does MntMeatProducts reflect the properties of a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntMeatProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for MntMeatProducts data to have been drawn from a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntMeatProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does MntMeatProducts conform to a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntFishProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in MntFishProducts exhibit a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntFishProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of MntFishProducts similar to a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntFishProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for MntFishProducts?,easy
Customer Personality Analysis Dataset,MntSweetProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that MntSweetProducts data presents a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntSweetProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of MntSweetProducts is subject to Exponential distribution?,easy
Customer Personality Analysis Dataset,MntSweetProducts,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of MntSweetProducts similar to a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntGoldProds,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for MntGoldProds data to have been drawn from a Exponential distribution?,easy
Customer Personality Analysis Dataset,MntGoldProds,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that MntGoldProds data follows?,easy
Customer Personality Analysis Dataset,MntGoldProds,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in MntGoldProds consistent with a Exponential distribution?,easy
Customer Personality Analysis Dataset,NumDealsPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider NumDealsPurchases to exhibit a Exponential distribution?",easy
Customer Personality Analysis Dataset,NumDealsPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does NumDealsPurchases reflect the properties of a Exponential distribution?,easy
Customer Personality Analysis Dataset,NumDealsPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the NumDealsPurchases data?,easy
Customer Personality Analysis Dataset,NumWebPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of NumWebPurchases is subject to Exponential distribution?,easy
Customer Personality Analysis Dataset,NumWebPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in NumWebPurchases exhibit a Exponential distribution?,easy
Customer Personality Analysis Dataset,NumWebPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the NumWebPurchases data?,easy
Customer Personality Analysis Dataset,NumCatalogPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in NumCatalogPurchases exhibit a Exponential distribution?,easy
Customer Personality Analysis Dataset,NumCatalogPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is NumCatalogPurchases demonstrating as Exponential distribution?Is the Exponential distribution a good fit for NumCatalogPurchases data?,easy
Customer Personality Analysis Dataset,NumCatalogPurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that NumCatalogPurchases data follows?,easy
Customer Personality Analysis Dataset,NumStorePurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the NumStorePurchases data?,easy
Customer Personality Analysis Dataset,NumStorePurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for NumStorePurchases data?,easy
Customer Personality Analysis Dataset,NumStorePurchases,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of NumStorePurchases is subject to Exponential distribution?,easy
Customer Personality Analysis Dataset,NumWebVisitsMonth,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in NumWebVisitsMonth?,easy
Customer Personality Analysis Dataset,NumWebVisitsMonth,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of NumWebVisitsMonth is subject to Exponential distribution?,easy
