Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Bank Customer Churn Prediction Dataset,Tenure,Balance,"{""coefficient"": -0.01228, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00953, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00702, ""conclusion"": ""Not strongly correlated""}",How closely do Tenure and Balance follow a straight-line relationship?,easy
Bank Customer Churn Prediction Dataset,Tenure,Balance,"{""coefficient"": -0.01228, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00953, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00702, ""conclusion"": ""Not strongly correlated""}",Is the connection between Tenure and Balance strong?,easy
Bank Customer Churn Prediction Dataset,Tenure,NumOfProducts,"{""coefficient"": 0.01342, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01084, ""conclusion"": ""Not strongly correlated""}",How closely do Tenure and NumOfProducts follow a straight-line relationship?,easy
Bank Customer Churn Prediction Dataset,Tenure,NumOfProducts,"{""coefficient"": 0.01342, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01084, ""conclusion"": ""Not strongly correlated""}",Are Tenure and NumOfProducts correlated with each other in a linear manner?,easy
Bank Customer Churn Prediction Dataset,Tenure,NumOfProducts,"{""coefficient"": 0.01342, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01084, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Tenure and NumOfProducts consistent?,easy
Bank Customer Churn Prediction Dataset,Tenure,NumOfProducts,"{""coefficient"": 0.01342, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01084, ""conclusion"": ""Not strongly correlated""}",Are Tenure and NumOfProducts related in any way?,easy
Bank Customer Churn Prediction Dataset,Tenure,NumOfProducts,"{""coefficient"": 0.01342, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01084, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Tenure relate to NumOfProducts?,easy
Bank Customer Churn Prediction Dataset,Tenure,EstimatedSalary,"{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00546, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Tenure and EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Tenure,EstimatedSalary,"{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00546, ""conclusion"": ""Not strongly correlated""}",Are Tenure and EstimatedSalary related in any way?,easy
Bank Customer Churn Prediction Dataset,Tenure,EstimatedSalary,"{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00546, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Tenure and EstimatedSalary over time?,easy
Bank Customer Churn Prediction Dataset,Tenure,EstimatedSalary,"{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00546, ""conclusion"": ""Not strongly correlated""}",Do Tenure and EstimatedSalary show any linear correlation?,easy
Bank Customer Churn Prediction Dataset,Tenure,EstimatedSalary,"{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00546, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Tenure and EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Balance,NumOfProducts,"{""coefficient"": -0.30423, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26681, ""conclusion"": ""Not strongly correlated""}",Do Balance and NumOfProducts show any linear correlation?,easy
Bank Customer Churn Prediction Dataset,Balance,NumOfProducts,"{""coefficient"": -0.30423, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26681, ""conclusion"": ""Not strongly correlated""}",How do changes in Balance correlate with changes in NumOfProducts?,easy
Bank Customer Churn Prediction Dataset,Balance,NumOfProducts,"{""coefficient"": -0.30423, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26681, ""conclusion"": ""Not strongly correlated""}",Are Balance and NumOfProducts related in any way?,easy
Bank Customer Churn Prediction Dataset,Balance,NumOfProducts,"{""coefficient"": -0.30423, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26681, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Balance similarly appear in NumOfProducts?,easy
Bank Customer Churn Prediction Dataset,Balance,NumOfProducts,"{""coefficient"": -0.30423, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26681, ""conclusion"": ""Not strongly correlated""}",Are movements in Balance reflected similarly in NumOfProducts?,easy
Bank Customer Churn Prediction Dataset,Balance,EstimatedSalary,"{""coefficient"": 0.0127, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00813, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Balance and EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Balance,EstimatedSalary,"{""coefficient"": 0.0127, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00813, ""conclusion"": ""Not strongly correlated""}",How do changes in Balance correlate with changes in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Balance,EstimatedSalary,"{""coefficient"": 0.0127, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00813, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Balance and EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Balance,EstimatedSalary,"{""coefficient"": 0.0127, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00813, ""conclusion"": ""Not strongly correlated""}",Are variations in Balance associated with variations in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,Balance,EstimatedSalary,"{""coefficient"": 0.0127, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00813, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Balance relate to EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,NumOfProducts,EstimatedSalary,"{""coefficient"": 0.01429, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01266, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0102, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between NumOfProducts and EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,NumOfProducts,EstimatedSalary,"{""coefficient"": 0.01429, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01266, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0102, ""conclusion"": ""Not strongly correlated""}",Is the relationship between NumOfProducts and EstimatedSalary consistent?,easy
Bank Customer Churn Prediction Dataset,NumOfProducts,EstimatedSalary,"{""coefficient"": 0.01429, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01266, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0102, ""conclusion"": ""Not strongly correlated""}",Are movements in NumOfProducts reflected similarly in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,NumOfProducts,EstimatedSalary,"{""coefficient"": 0.01429, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01266, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0102, ""conclusion"": ""Not strongly correlated""}",Are variations in NumOfProducts associated with variations in EstimatedSalary?,easy
Bank Customer Churn Prediction Dataset,NumOfProducts,EstimatedSalary,"{""coefficient"": 0.01429, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01266, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0102, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between NumOfProducts and EstimatedSalary over time?,easy
Customer Personality Analysis Dataset,Income,Teenhome,"{""coefficient"": 0.01913, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04591, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03756, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Income similarly appear in Teenhome?,easy
Customer Personality Analysis Dataset,Income,Teenhome,"{""coefficient"": 0.01913, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04591, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03756, ""conclusion"": ""Not strongly correlated""}",How do changes in Income correlate with changes in Teenhome?,easy
Customer Personality Analysis Dataset,Income,Teenhome,"{""coefficient"": 0.01913, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04591, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03756, ""conclusion"": ""Not strongly correlated""}",Are variations in Income associated with variations in Teenhome?,easy
Customer Personality Analysis Dataset,Income,Teenhome,"{""coefficient"": 0.01913, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04591, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03756, ""conclusion"": ""Not strongly correlated""}",Is the connection between Income and Teenhome strong?,easy
Customer Personality Analysis Dataset,Income,Teenhome,"{""coefficient"": 0.01913, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04591, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03756, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Income and Teenhome?,easy
Customer Personality Analysis Dataset,Income,Recency,"{""coefficient"": -0.00397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00535, ""conclusion"": ""Not strongly correlated""}",Are variations in Income associated with variations in Recency?,easy
Customer Personality Analysis Dataset,Income,Recency,"{""coefficient"": -0.00397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00535, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Income and Recency?,easy
Customer Personality Analysis Dataset,Income,Recency,"{""coefficient"": -0.00397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00535, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Income and Recency consistent?,easy
Customer Personality Analysis Dataset,Income,Recency,"{""coefficient"": -0.00397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00535, ""conclusion"": ""Not strongly correlated""}",Are Income and Recency correlated with each other in a linear manner?,easy
Customer Personality Analysis Dataset,Income,Recency,"{""coefficient"": -0.00397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00535, ""conclusion"": ""Not strongly correlated""}",Are Income and Recency related in any way?,easy
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""coefficient"": -0.0831, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19553, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14315, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Income and NumDealsPurchases?,easy
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""coefficient"": -0.0831, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19553, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14315, ""conclusion"": ""Not strongly correlated""}",How do changes in Income correlate with changes in NumDealsPurchases?,easy
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""coefficient"": -0.0831, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19553, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14315, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Income and NumDealsPurchases consistent?,easy
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""coefficient"": -0.0831, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19553, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14315, ""conclusion"": ""Not strongly correlated""}",How closely do Income and NumDealsPurchases follow a straight-line relationship?,easy
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""coefficient"": -0.0831, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19553, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14315, ""conclusion"": ""Not strongly correlated""}",Are Income and NumDealsPurchases related in any way?,easy
Customer Personality Analysis Dataset,Kidhome,Recency,"{""coefficient"": 0.00883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00517, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Kidhome and Recency consistent?,easy
