Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Crop Production Dataset,United States,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in United States and Vietnam?,medium
Crop Production Dataset,United States,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of United States and Vietnam?,medium
Crop Production Dataset,United States,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of United States and Vietnam differ significantly?,medium
Crop Production Dataset,United States,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of United States and Indonesia?,medium
Crop Production Dataset,United States,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in United States and Indonesia?,medium
Crop Production Dataset,United States,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of United States versus Indonesia?,medium
Crop Production Dataset,United States,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of United States and Bangladesh?,medium
Crop Production Dataset,United States,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of United States and Bangladesh?,medium
Crop Production Dataset,United States,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in United States and Bangladesh?,medium
Crop Production Dataset,United States,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of United States versus India?,medium
Crop Production Dataset,United States,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of United States and India?,medium
Crop Production Dataset,United States,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do United States and India follow the similar distribution curve?,medium
Crop Production Dataset,United States,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of United States and China compare?,medium
Crop Production Dataset,United States,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of United States and China closely aligned?,medium
Crop Production Dataset,United States,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of United States versus China?,medium
Crop Production Dataset,Brazil,Myanmar,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Brazil and Myanmar statistically indistinguishable?,medium
Crop Production Dataset,Brazil,Myanmar,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Brazil versus Myanmar?,medium
Crop Production Dataset,Brazil,Myanmar,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Brazil and Myanmar?,medium
Crop Production Dataset,Brazil,Thailand,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Brazil and Thailand similar?,medium
Crop Production Dataset,Brazil,Thailand,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Brazil versus Thailand?,medium
Crop Production Dataset,Brazil,Thailand,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Brazil and Thailand closely aligned?,medium
Crop Production Dataset,Brazil,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Brazil versus Vietnam?,medium
Crop Production Dataset,Brazil,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Brazil and Vietnam?,medium
Crop Production Dataset,Brazil,Vietnam,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Brazil and Vietnam?,medium
Crop Production Dataset,Brazil,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Brazil and Indonesia?,medium
Crop Production Dataset,Brazil,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Brazil and Indonesia?,medium
Crop Production Dataset,Brazil,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Brazil compared to Indonesia?,medium
Crop Production Dataset,Brazil,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Brazil and Bangladesh closely aligned?,medium
Crop Production Dataset,Brazil,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Brazil and Bangladesh differ significantly?,medium
Crop Production Dataset,Brazil,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Brazil versus Bangladesh?,medium
Crop Production Dataset,Brazil,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Brazil and India?,medium
Crop Production Dataset,Brazil,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Brazil compared to India?,medium
Crop Production Dataset,Brazil,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Brazil and India?,medium
Crop Production Dataset,Brazil,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Brazil and China statistically indistinguishable?,medium
Crop Production Dataset,Brazil,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Brazil and China?,medium
Crop Production Dataset,Brazil,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Brazil and China?,medium
Crop Production Dataset,Philippines,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Philippines and Indonesia?,medium
Crop Production Dataset,Philippines,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Philippines and Indonesia?,medium
Crop Production Dataset,Philippines,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Philippines versus Indonesia?,medium
Crop Production Dataset,Philippines,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Philippines and Bangladesh?,medium
Crop Production Dataset,Philippines,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Philippines compared to Bangladesh?,medium
Crop Production Dataset,Philippines,Bangladesh,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Philippines and Bangladesh?,medium
Crop Production Dataset,Philippines,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Philippines and India similar?,medium
Crop Production Dataset,Philippines,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do Philippines and India follow the similar distribution curve?,medium
Crop Production Dataset,Philippines,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Philippines and India?,medium
Crop Production Dataset,Philippines,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Philippines and China closely aligned?,medium
Crop Production Dataset,Philippines,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do Philippines and China follow the similar distribution curve?,medium
Crop Production Dataset,Philippines,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Philippines and China compare?,medium
Crop Production Dataset,Myanmar,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Myanmar and Indonesia?,medium
Crop Production Dataset,Myanmar,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Myanmar and Indonesia?,medium
Crop Production Dataset,Myanmar,Indonesia,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Myanmar and Indonesia closely aligned?,medium
Crop Production Dataset,Myanmar,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Myanmar and India?,medium
Crop Production Dataset,Myanmar,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Myanmar and India differ significantly?,medium
Crop Production Dataset,Myanmar,India,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Do Myanmar and India follow the similar distribution curve?,medium
Crop Production Dataset,Myanmar,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Myanmar versus China?,medium
Crop Production Dataset,Myanmar,China,"{""p value"": 0.02857, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Myanmar and China?,medium
