productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Broccoli Crowns,2018/11/25,1.54,3.07,1.95,1.99,1.99,0.461
Avocados,2018/11/25,0.65,1.11,1.82,1.62,2.17,1.5846
Thompson Grapes,2018/11/18,0.83,2.31,1.61,1.99,1.96,1.3705
Strawberries,2018/11/18,2.08,2.99,3.84,3.99,3.86,0.7644
Red Leaf Lettuce,2018/11/18,0.73,1.74,1.76,1.42,1.87,1.3253000000000001
Potatoes,2018/11/18,1.7,4.72,3.32,3.49,6.47,1.6471
Oranges,2018/11/18,0.55,1.51,1.54,1.34,2.01,1.9091
Iceberg Lettuce,2018/11/18,0.72,1.04,1.39,1.34,1.92,0.9756999999999999
Honeydews,2018/11/18,1.66,3.61,3.95,3.85,4.61,1.4127
Flame Grapes,2018/11/18,0.81,2.13,1.61,1.99,1.96,1.3735
Celery,2018/11/18,0.73,1.64,1.68,1.49,1.35,1.1096
Cauliflower,2018/11/18,2.9,2.44,1.61,3.68,3.32,-0.047400000000000005
Carrots,2018/11/18,0.3,0.92,0.92,0.99,1.15,2.3167
Broccoli Crowns,2018/11/18,1.18,1.89,1.45,2.2,1.74,0.5424
Thompson Grapes,2018/11/11,0.85,2.35,2.14,1.74,1.99,1.4176
Strawberries,2018/11/11,2.17,2.91,2.99,3.74,3.99,0.5703
Romaine Lettuce,2018/11/11,1.06,1.75,2.04,1.42,2.05,0.7123
Red Leaf Lettuce,2018/11/11,0.72,1.59,1.8,1.42,1.9,1.3299
Potatoes,2018/11/11,1.7,6.14,4.47,3.99,5.97,2.025
Iceberg Lettuce,2018/11/11,0.79,1.04,1.39,1.24,1.69,0.6962
Oranges,2018/11/11,0.55,1.58,1.54,1.34,2.13,1.9955
Honeydews,2018/11/11,1.46,4.49,3.95,3.85,4.61,1.8938
Green Leaf Lettuce,2018/11/11,0.69,1.59,1.76,1.42,1.82,1.3877000000000002
Flame Grapes,2018/11/11,0.81,2.1,1.88,1.99,1.96,1.4475
Celery,2018/11/11,0.77,1.64,1.33,1.74,1.62,1.0552
Cauliflower,2018/11/11,2.47,2.46,2.38,3.83,2.74,0.1549
Carrots,2018/11/11,0.3,0.89,0.92,0.99,1.05,2.2083000000000004
Broccoli Crowns,2018/11/11,0.97,1.89,1.95,1.99,2.09,1.0412000000000001
Thompson Grapes,2018/11/4,0.83,2.31,2.14,1.74,2.49,1.6144999999999998
Strawberries,2018/11/4,1.06,3.06,2.92,3.74,3.19,2.0448
Romaine Lettuce,2018/11/4,1.07,2.06,2.09,1.42,1.84,0.7313
Red Leaf Lettuce,2018/11/4,0.4,1.74,1.71,1.42,1.72,3.1188000000000002
Potatoes,2018/11/4,1.7,4.47,4.31,3.82,6.22,1.7675999999999998
Oranges,2018/11/4,0.56,1.63,1.54,1.34,2.13,1.9643000000000002
Iceberg Lettuce,2018/11/4,0.74,1.04,1.39,1.34,1.64,0.8277
Honeydews,2018/11/4,1.33,4.49,4.09,3.85,1.67,1.6503999999999999
Green Leaf Lettuce,2018/11/4,0.66,1.59,1.63,1.42,1.67,1.3902
Flame Grapes,2018/11/4,0.81,1.96,1.64,1.99,2.49,1.4938
Celery,2018/11/4,0.7,1.76,1.91,1.99,1.49,1.5536
Cauliflower,2018/11/4,1.21,2.41,3.38,3.83,3.11,1.6302
Carrots,2018/11/4,0.31,0.92,0.92,0.99,1.05,2.129
Cantaloupe,2018/11/4,1.25,2.46,2.37,3.24,2.86,1.186
Broccoli Crowns,2018/11/4,0.75,1.89,2.13,2.2,2.16,1.7933000000000001
Thompson Grapes,2018/10/28,0.85,2.18,2.32,1.74,2.49,1.5675999999999999
Strawberries,2018/10/28,1.1,2.99,2.66,3.24,3.56,1.8295
Romaine Lettuce,2018/10/28,0.96,1.94,2.06,1.42,1.83,0.888
Red Leaf Lettuce,2018/10/28,0.41,1.59,1.64,1.42,1.72,2.8841
Potatoes,2018/10/28,1.7,4.47,4.41,3.99,5.97,1.7706
Oranges,2018/10/28,0.6,1.63,1.54,1.37,1.9,1.6833000000000002
Iceberg Lettuce,2018/10/28,0.9,1.04,1.39,1.14,1.66,0.45280000000000004
Honeydews,2018/10/28,1.33,3.27,3.52,3.66,4.36,1.7838
Green Leaf Lettuce,2018/10/28,0.55,1.59,1.57,1.42,1.67,1.8409
Flame Grapes,2018/10/28,0.89,2.01,2.32,1.74,2.49,1.4044999999999999
Celery,2018/10/28,0.61,1.76,1.91,1.99,1.49,1.9303000000000001
Cauliflower,2018/10/28,0.83,2.41,2.25,3.53,3.24,2.4428
Carrots,2018/10/28,0.3,0.92,0.92,0.99,1.05,2.2333000000000003
Cantaloupe,2018/10/28,1.08,2.56,2.74,2.74,2.74,1.4954
Broccoli Crowns,2018/10/28,0.83,1.82,2.13,2.2,2.16,1.5030000000000001
Tomatoes,2018/10/21,0.64,1.29,1.26,1.59,1.74,1.2969
Thompson Grapes,2018/10/21,0.85,2.47,2.19,1.99,1.99,1.5412000000000001
Strawberries,2018/10/21,1.19,2.65,2.62,3.12,3.44,1.4853
Romaine Lettuce,2018/10/21,0.59,1.94,1.99,1.42,1.83,2.0424
Red Leaf Lettuce,2018/10/21,0.32,1.59,1.75,1.42,1.56,3.9375
Potatoes,2018/10/21,1.7,4.47,3.74,3.74,3.47,1.2676
Oranges,2018/10/21,0.51,1.63,1.41,1.47,1.9,2.1422
Iceberg Lettuce,2018/10/21,0.76,1.04,1.31,1.14,1.56,0.6612
Honeydews,2018/10/21,1.62,3.44,4.09,3.85,4.61,1.4676
Green Leaf Lettuce,2018/10/21,0.45,1.74,1.71,1.42,1.5,2.5389
Flame Grapes,2018/10/21,0.89,2.23,1.95,1.99,1.99,1.2921
Celery,2018/10/21,0.49,1.35,1.79,1.99,1.62,2.4438999999999997
Cauliflower,2018/10/21,0.74,2.49,3.38,3.68,2.24,2.9831
Carrots,2018/10/21,0.3,0.92,0.85,0.99,1.05,2.1750000000000003
Cantaloupe,2018/10/21,0.83,2.46,2.37,2.5,2.74,2.0331
Broccoli Crowns,2018/10/21,0.88,1.82,2.13,1.99,2.21,1.3153000000000001
Tomatoes,2018/10/14,0.48,1.29,1.24,1.59,1.74,2.0521000000000003
Thompson Grapes,2018/10/14,0.87,2.27,2.14,0.98,1.66,1.0259
Strawberries,2018/10/14,1.31,2.7,2.54,3.04,3.56,1.2595
Romaine Lettuce,2018/10/14,0.49,1.94,2.16,1.42,1.74,2.7041000000000004
Red Leaf Lettuce,2018/10/14,0.32,1.59,1.71,1.42,1.63,3.9608999999999996
Potatoes,2018/10/14,1.7,4.47,4.07,3.99,5.97,1.7206000000000001
Oranges,2018/10/14,0.53,1.63,1.54,1.49,1.9,2.0943
Iceberg Lettuce,2018/10/14,0.4,1.04,1.39,1.14,1.66,2.2688
Honeydews,2018/10/14,1.83,3.27,3.42,3.66,4.61,1.0437
Green Leaf Lettuce,2018/10/14,0.43,1.59,1.63,1.42,1.52,2.5814
Flame Grapes,2018/10/14,0.89,1.63,2.14,0.98,1.66,0.8006000000000001
Celery,2018/10/14,0.36,1.64,1.91,1.99,1.62,3.9722000000000004
Cauliflower,2018/10/14,1.04,2.41,2.39,3.53,3.24,1.7812999999999999
Carrots,2018/10/14,0.3,0.92,0.92,0.99,1.05,2.2333000000000003
Cantaloupe,2018/10/14,0.83,2.42,2.74,2.38,2.74,2.0964
Broccoli Crowns,2018/10/14,0.81,1.82,2.13,2.2,2.16,1.5648
Tomatoes,2018/10/7,0.6,1.62,1.31,1.59,1.66,1.575
Thompson Grapes,2018/10/7,0.87,2.38,1.51,1.74,2.66,1.3822
Strawberries,2018/10/7,1.63,2.49,2.03,3.12,3.31,0.6794
Romaine Lettuce,2018/10/7,0.57,2.31,1.99,1.47,1.74,2.2939
Red Leaf Lettuce,2018/10/7,0.36,1.74,1.75,1.42,1.63,3.5417
Potatoes,2018/10/7,1.7,4.47,3.74,3.99,5.97,1.6721000000000001
Oranges,2018/10/7,0.53,1.63,1.41,1.47,2.01,2.0755000000000003
Iceberg Lettuce,2018/10/7,0.42,1.04,1.31,1.32,1.56,2.1131
Honeydews,2018/10/7,1.75,2.92,4.09,3.77,4.11,1.1271
Green Leaf Lettuce,2018/10/7,0.58,1.59,1.71,1.32,1.44,1.6121
Flame Grapes,2018/10/7,0.89,2.38,1.51,2.24,2.66,1.4691
Celery,2018/10/7,0.32,1.39,1.79,1.99,1.57,4.2656
Cauliflower,2018/10/7,1.11,2.34,3.38,3.18,3.36,1.7613
Carrots,2018/10/7,0.3,0.92,0.85,1.16,1.05,2.3167
Cantaloupe,2018/10/7,0.87,2.69,2.62,2.37,2.62,1.9598
Broccoli Crowns,2018/10/7,0.76,1.82,1.95,2.07,1.59,1.4441
Tomatoes,2018/9/30,0.6,1.62,1.24,1.59,1.64,1.5375
Thompson Grapes,2018/9/30,0.87,2.09,1.68,2.24,2.49,1.4425000000000001
Strawberries,2018/9/30,0.92,3.09,2.41,3.24,3.56,2.3424
Romaine Lettuce,2018/9/30,0.52,1.59,2.09,1.42,1.74,2.2885
Red Leaf Lettuce,2018/9/30,0.36,1.59,1.71,1.42,1.57,3.3681
Potatoes,2018/9/30,1.75,4.47,4.64,3.99,5.97,1.7243000000000002
Oranges,2018/9/30,0.53,1.54,1.49,1.47,2.01,2.0708
Iceberg Lettuce,2018/9/30,0.58,1.04,1.39,1.14,1.56,1.2112
Honeydews,2018/9/30,1.5,3.61,3.75,3.66,3.74,1.46
Green Leaf Lettuce,2018/9/30,0.67,1.59,1.63,1.42,1.47,1.2799
Flame Grapes,2018/9/30,0.89,2.16,1.68,1.74,2.16,1.1742000000000001
Celery,2018/9/30,0.32,1.59,1.89,1.99,1.69,4.5938
Cauliflower,2018/9/30,0.75,2.66,3.26,3.38,2.61,2.97
Carrots,2018/9/30,0.3,0.92,0.92,0.99,1.05,2.2333000000000003
Cantaloupe,2018/9/30,1.0,2.13,2.19,2.24,2.62,1.295
Broccoli Crowns,2018/9/30,0.83,2.32,2.13,1.92,2.35,1.6265
Strawberries,2018/9/26,1.34,2.69,2.29,2.57,3.34,1.0317
Tomatoes,2018/9/23,0.52,1.62,1.39,1.34,1.62,1.8702
Thompson Grapes,2018/9/23,0.89,1.88,2.22,0.98,2.66,1.1742000000000001
Strawberries,2018/9/23,1.06,2.7,2.57,3.49,3.44,1.8774000000000002
Romaine Lettuce,2018/9/23,0.44,1.59,1.99,1.42,,1.8409
Red Leaf Lettuce,2018/9/23,0.34,4.47,4.64,3.99,5.97,13.0221
Potatoes,2018/9/23,1.75,4.47,4.64,3.99,5.97,1.7243000000000002
Oranges,2018/9/23,0.53,1.53,1.45,1.29,2.01,1.9623
Iceberg Lettuce,2018/9/23,0.75,1.04,1.39,1.14,1.56,0.71
Honeydews,2018/9/23,0.96,3.44,3.75,3.66,3.74,2.7995
Green Leaf Lettuce,2018/9/23,0.56,1.59,1.71,1.42,1.47,1.7634
Flame Grapes,2018/9/23,0.89,2.0,2.16,1.48,2.66,1.3315000000000001
Celery,2018/9/23,0.32,1.64,1.96,1.99,1.69,4.6875
Cauliflower,2018/9/23,0.6,2.71,3.26,3.38,2.61,3.9833
Carrots,2018/9/23,0.3,0.92,0.92,0.99,1.05,2.2333000000000003
Cantaloupe,2018/9/23,0.58,1.99,2.37,2.12,2.29,2.7802
Broccoli Crowns,2018/9/23,0.82,2.47,2.13,1.84,1.52,1.4268
Broccoli Bunches,2018/9/23,0.98,1.65,1.88,1.49,2.49,0.9158
Avocados,2018/9/23,0.79,0.97,1.48,1.17,1.59,0.6487
Tomatoes,2018/9/16,0.52,1.62,1.24,1.59,1.74,1.976
Thompson Grapes,2018/9/16,0.93,1.88,2.39,2.24,2.16,1.3306
Romaine Lettuce,2018/9/16,0.39,1.59,2.09,1.42,1.74,3.3846
Potatoes,2018/9/16,1.75,4.47,4.97,3.99,5.97,1.7713999999999999
Red Leaf Lettuce,2018/9/16,0.3,1.59,1.71,1.42,1.57,4.2417
Oranges,2018/9/16,0.53,1.45,1.35,1.42,1.93,1.9009
Iceberg Lettuce,2018/9/16,0.5,0.99,1.14,1.14,1.56,1.415
Honeydews,2018/9/16,0.79,3.61,3.26,3.66,4.99,3.9114
Green Leaf Lettuce,2018/9/16,0.37,1.59,1.63,1.42,1.47,3.1283999999999996
Flame Grapes,2018/9/16,0.97,2.01,1.98,2.24,2.16,1.1623999999999999
Celery,2018/9/16,0.35,1.64,1.89,1.99,1.69,4.15
Cauliflower,2018/9/16,0.63,2.71,2.85,3.38,2.49,3.5357
Carrots,2018/9/16,0.3,0.92,0.92,0.99,1.29,2.4333
Cantaloupe,2018/9/16,0.4,2.29,2.49,2.24,1.91,4.5813
Broccoli Crowns,2018/9/16,0.77,2.47,1.72,1.84,2.16,1.6591
Avocados,2018/9/16,0.82,1.01,1.55,1.5,1.59,0.7226
Broccoli Crowns,2018/9/12,0.82,2.32,1.88,1.74,1.91,1.3933000000000002
Tomatoes,2018/9/9,0.4,1.62,1.46,1.59,1.54,2.8813
Strawberries,2018/9/9,1.47,2.73,3.02,3.24,3.34,1.0969
Romaine Lettuce,2018/9/9,0.39,2.01,1.99,1.42,1.74,3.5897000000000006
Red Leaf Lettuce,2018/9/9,0.33,1.69,1.75,1.42,1.62,3.9091000000000005
Potatoes,2018/9/9,1.75,4.47,4.47,3.99,5.47,1.6286000000000003
Plums,2018/9/9,0.71,1.99,1.96,1.74,2.49,1.8803
Peaches,2018/9/9,0.64,1.68,1.64,1.99,2.49,2.0469
Oranges,2018/9/9,0.53,1.51,1.36,1.37,1.78,1.8396000000000001
Iceberg Lettuce,2018/9/9,0.38,1.04,1.31,1.14,1.56,2.3224
Honeydews,2018/9/9,0.96,3.27,3.26,3.66,4.61,2.8542
Green Leaf Lettuce,2018/9/9,0.35,1.69,1.71,1.42,1.47,3.4929
Flame Grapes,2018/9/9,0.97,2.26,1.96,2.24,2.16,1.2216
Celery,2018/9/9,0.38,1.64,1.69,1.99,1.69,3.6118
Cauliflower,2018/9/9,0.77,2.58,2.48,3.38,2.99,2.7110000000000003
Carrots,2018/9/9,0.3,0.89,0.85,0.99,1.05,2.15
Cantaloupe,2018/9/9,0.4,2.09,2.24,2.24,2.16,4.4563
Broccoli Crowns,2018/9/9,0.58,1.62,2.0,1.84,1.6,2.0431
Avocados,2018/9/9,0.9,1.03,1.73,1.75,1.59,0.6944
Tomatoes,2018/9/2,0.38,1.52,1.46,1.47,1.71,3.0526
Strawberries,2018/9/2,1.31,2.5,2.04,2.55,3.21,0.9656
Romaine Lettuce,2018/9/2,0.39,1.36,2.16,1.42,1.74,3.2821
Red Leaf Lettuce,2018/9/2,0.32,1.36,1.71,1.42,1.57,3.7344
Peaches,2018/9/2,0.64,1.68,1.89,1.74,2.49,2.0469
Oranges,2018/9/2,0.53,1.51,1.07,1.62,2.23,2.0330000000000004
Nectarines,2018/9/2,0.66,1.88,1.64,2.24,2.49,2.125
Iceberg Lettuce,2018/9/2,0.4,1.04,1.39,1.14,1.0,1.8563
Honeydews,2018/9/2,1.0,3.49,3.07,3.48,3.74,2.445
Green Leaf Lettuce,2018/9/2,0.35,1.36,1.63,1.42,1.47,3.2
Flame Grapes,2018/9/2,0.97,2.21,2.21,0.9,2.16,0.9278000000000001
Celery,2018/9/2,0.4,1.64,1.49,1.99,1.69,3.2563
Cauliflower,2018/9/2,1.35,2.54,3.26,3.18,2.61,1.1462999999999999
Carrots,2018/9/2,0.3,0.92,0.85,0.99,0.99,2.125
Cantaloupe,2018/9/2,0.5,2.32,1.74,2.25,2.74,3.525
Avocados,2018/9/2,0.94,1.08,1.51,1.75,1.59,0.5771000000000001
Tomatoes,2018/8/26,0.52,1.45,1.46,1.49,1.66,1.9135
Thompson Grapes,2018/8/26,0.79,2.15,2.27,1.74,2.16,1.6329
Strawberries,2018/8/26,1.22,3.0,2.24,2.5,3.99,1.4037000000000002
Romaine Lettuce,2018/8/26,0.38,1.69,2.06,1.42,1.74,3.5461
Red Leaf Lettuce,2018/8/26,0.29,1.69,1.64,1.42,1.57,4.4483
Oranges,2018/8/26,0.53,1.71,1.37,1.49,1.8,2.0047
Iceberg Lettuce,2018/8/26,0.42,1.05,1.31,1.14,1.56,2.0119
Honeydews,2018/8/26,1.0,3.42,3.81,3.66,3.82,2.6775
Green Leaf Lettuce,2018/8/26,0.34,1.69,1.57,1.42,1.47,3.5221
Flame Grapes,2018/8/26,0.97,2.15,2.27,1.99,2.16,1.2087999999999999
Celery,2018/8/26,0.33,1.51,1.64,1.99,1.65,4.1439
Cauliflower,2018/8/26,1.09,2.54,3.13,3.53,2.48,1.6788999999999998
Carrots,2018/8/26,0.3,0.92,0.85,0.99,1.45,2.5083
Cantaloupe,2018/8/26,0.5,2.44,1.98,2.25,2.87,3.77
Broccoli Crowns,2018/8/26,0.78,2.22,1.95,1.99,1.61,1.4904
Avocados,2018/8/26,0.88,1.03,1.4,1.37,1.51,0.5085000000000001
Tomatoes,2018/8/19,0.42,1.62,1.51,1.34,1.72,2.6845
Thompson Grapes,2018/8/19,0.94,2.51,1.99,2.24,1.82,1.2766
Strawberries,2018/8/19,1.03,2.76,2.7,2.87,2.89,1.7233
Romaine Lettuce,2018/8/19,0.39,1.69,1.99,1.42,1.74,3.3846
Red Leaf Lettuce,2018/8/19,0.32,1.69,1.75,1.42,1.62,4.0625
Plums,2018/8/19,0.71,2.99,2.11,1.31,2.49,2.1338
Peaches,2018/8/19,0.64,1.98,1.41,0.94,2.49,1.6641
Oranges,2018/8/19,0.53,1.34,1.34,1.34,1.95,1.816
Nectarines,2018/8/19,0.66,2.23,1.64,1.44,2.49,1.9545
Iceberg Lettuce,2018/8/19,0.54,1.07,1.31,1.14,1.64,1.3888999999999998
Honeydews,2018/8/19,1.0,3.61,3.31,3.66,3.49,2.5175
Green Leaf Lettuce,2018/8/19,0.35,1.69,1.78,1.42,1.47,3.5429000000000004
Flame Grapes,2018/8/19,0.84,2.13,1.99,1.71,1.82,1.2768000000000002
Celery,2018/8/19,0.3,1.64,1.47,1.99,1.69,4.6583
Cauliflower,2018/8/19,0.79,2.66,3.29,3.38,2.99,2.8987000000000003
Carrots,2018/8/19,0.3,0.92,0.85,0.99,1.29,2.375
Cantaloupe,2018/8/19,0.48,2.19,2.24,2.12,2.37,3.6458
Broccoli Crowns,2018/8/19,0.55,2.53,1.62,1.84,1.79,2.5364
Broccoli Bunches,2018/8/19,0.68,1.65,2.29,1.49,1.76,1.6434
Avocados,2018/8/19,1.15,1.03,1.82,1.68,1.48,0.3065
Tomatoes,2018/8/12,0.44,1.52,1.46,1.49,1.66,2.483
Thompson Grapes,2018/8/12,0.94,2.11,2.16,1.74,2.16,1.1729
Strawberries,2018/8/12,0.69,2.82,2.23,2.75,3.01,2.9167
Romaine Lettuce,2018/8/12,0.34,1.69,2.09,1.42,1.74,4.1029
Red Leaf Lettuce,2018/8/12,0.3,1.69,1.71,1.42,1.57,4.325
Potatoes,2018/8/12,1.8,4.47,4.47,3.99,5.97,1.625
Plums,2018/8/12,0.71,3.75,1.66,1.99,2.49,2.4824
Peaches,2018/8/12,0.64,2.37,1.66,1.99,2.49,2.3242
Oranges,2018/8/12,0.53,1.71,1.16,1.47,1.95,1.9669999999999999
Nectarines,2018/8/12,0.66,2.02,1.71,1.74,2.49,2.0152
Iceberg Lettuce,2018/8/12,0.81,1.05,1.31,1.14,1.56,0.5617
Honeydews,2018/8/12,1.0,3.42,3.31,3.6,3.36,2.4225
Green Leaf Lettuce,2018/8/12,0.34,1.69,1.63,1.42,1.47,3.5662000000000003
Flame Grapes,2018/8/12,0.89,1.74,2.16,1.99,2.16,1.2612
Celery,2018/8/12,0.31,1.64,1.64,1.99,1.65,4.5806000000000004
Cauliflower,2018/8/12,0.7,2.54,3.13,3.53,2.82,3.2929000000000004
Carrots,2018/8/12,0.3,0.92,0.85,0.99,1.29,2.375
Cantaloupe,2018/8/12,0.48,2.25,2.06,3.12,1.86,3.8385000000000002
Broccoli Crowns,2018/8/12,0.75,2.22,1.95,1.99,1.84,1.6666999999999998
Avocados,2018/8/12,1.18,1.03,1.31,1.37,1.54,0.11230000000000001
Tomatoes,2018/8/5,0.4,1.52,1.39,1.47,1.72,2.8125
Thompson Grapes,2018/8/5,0.94,2.28,2.36,2.24,2.66,1.5372000000000001
Strawberries,2018/8/5,0.69,2.84,2.36,2.87,3.01,3.0145
Romaine Lettuce,2018/8/5,0.29,1.69,1.82,1.42,1.74,4.75
Red Leaf Lettuce,2018/8/5,0.3,1.69,1.52,1.42,1.62,4.2082999999999995
Potatoes,2018/8/5,1.8,4.47,4.47,3.99,5.97,1.625
Plums,2018/8/5,0.86,1.29,2.11,1.99,2.49,1.2907
Peaches,2018/8/5,0.54,2.37,1.91,1.74,2.49,2.9398000000000004
Oranges,2018/8/5,0.53,1.58,1.32,1.74,1.93,2.0991
Nectarines,2018/8/5,0.72,2.21,1.96,2.24,2.49,2.0903
Iceberg Lettuce,2018/8/5,0.5,1.05,1.31,1.14,1.64,1.57
Honeydews,2018/8/5,0.79,3.61,3.31,3.85,3.49,3.5126999999999997
Green Leaf Lettuce,2018/8/5,0.3,1.69,1.48,1.42,1.47,4.05
Flame Grapes,2018/8/5,0.94,2.28,2.36,1.74,1.99,1.2261
Celery,2018/8/5,0.31,1.64,1.34,1.99,1.62,4.3145
Cauliflower,2018/8/5,0.67,2.54,3.01,3.03,2.86,3.2687
Carrots,2018/8/5,0.3,0.92,0.85,0.99,1.05,2.1750000000000003
Cantaloupe,2018/8/5,0.9,2.39,1.95,1.84,1.59,1.1583
Broccoli Crowns,2018/8/5,0.9,2.22,1.95,1.84,1.59,1.1111
Broccoli Bunches,2018/8/5,1.07,1.65,1.77,1.49,1.76,0.5584
Avocados,2018/8/5,1.23,0.91,1.23,1.3,1.48,0.0
Tomatoes,2018/7/29,0.42,1.49,1.46,1.34,1.66,2.5417
Thompson Grapes,2018/7/29,1.0,2.11,3.09,0.95,2.82,1.2425
Strawberries,2018/7/29,0.69,2.64,2.44,2.75,3.39,3.0652
Romaine Lettuce,2018/7/29,0.29,1.69,2.16,1.42,1.86,5.146599999999999
Red Leaf Lettuce,2018/7/29,0.29,1.69,1.66,1.42,1.7,4.5776
Potatoes,2018/7/29,1.8,4.97,4.97,3.99,5.97,1.7638999999999998
Peaches,2018/7/29,0.64,2.37,1.64,1.74,1.99,2.0234
Oranges,2018/7/29,0.53,1.71,1.54,1.59,2.35,2.3915
Iceberg Lettuce,2018/7/29,0.35,1.05,1.44,1.14,1.56,2.7071
Honeydews,2018/7/29,0.58,3.61,3.56,3.6,3.86,5.306
Green Leaf Lettuce,2018/7/29,0.3,1.69,1.59,1.42,1.64,4.2833
Flame Grapes,2018/7/29,0.87,2.11,2.03,0.95,2.66,1.227
Celery,2018/7/29,0.32,1.64,1.89,1.99,1.62,4.5781
Cauliflower,2018/7/29,0.65,2.33,3.33,3.38,2.86,3.5769
Carrots,2018/7/29,0.3,0.92,0.92,0.99,1.05,2.2333000000000003
Cantaloupe,2018/7/29,0.38,2.17,2.39,1.81,2.62,4.9145
Broccoli Crowns,2018/7/29,0.66,2.14,1.95,1.92,2.09,2.0682
Avocados,2018/7/29,1.03,0.97,1.59,1.25,1.59,0.31070000000000003
Flame Grapes,2018/7/25,1.05,2.32,2.16,2.74,3.09,1.4547999999999999
Cauliflower,2018/7/25,0.64,2.34,3.26,3.48,2.82,3.6483999999999996
Broccoli Bunches,2018/7/25,0.53,1.65,1.88,1.49,1.76,2.1981
Tomatoes,2018/7/22,0.34,1.49,1.46,1.47,1.65,3.4632
Strawberries,2018/7/22,0.84,2.32,2.42,2.75,2.81,2.0655
Romaine Lettuce,2018/7/22,0.3,1.69,1.99,1.42,1.83,4.775
Red Leaf Lettuce,2018/7/22,0.3,1.69,1.75,1.42,1.66,4.4333
Potatoes,2018/7/22,1.8,4.97,4.14,3.99,5.97,1.6486
Plums,2018/7/22,0.86,1.99,2.26,1.99,1.99,1.3924
Peaches,2018/7/22,0.64,2.3,1.64,1.74,1.99,1.9961000000000002
Oranges,2018/7/22,0.53,1.58,1.36,1.87,2.12,2.2689
Nectarines,2018/7/22,0.72,2.16,2.29,1.74,1.99,1.8403
Iceberg Lettuce,2018/7/22,0.37,1.06,1.31,1.14,1.56,2.4257
Honeydews,2018/7/22,0.67,3.61,3.21,3.85,4.61,4.7015
Green Leaf Lettuce,2018/7/22,0.32,1.69,1.71,1.42,1.47,3.9141000000000004
Flame Grapes,2018/7/22,1.01,2.53,2.69,2.24,3.09,1.6114
Celery,2018/7/22,0.35,1.64,1.74,1.99,1.54,3.9357
Cauliflower,2018/7/22,0.66,2.59,3.26,3.48,2.86,3.6174
Carrots,2018/7/22,0.3,0.92,0.85,0.99,1.29,2.375
Cantaloupe,2018/7/22,0.38,2.39,2.25,1.49,2.49,4.6711
Broccoli Crowns,2018/7/22,0.48,2.14,1.95,1.99,1.46,2.9271
Broccoli Bunches,2018/7/22,0.44,1.98,1.64,1.49,1.76,2.9034
Avocados,2018/7/22,0.86,0.97,1.69,1.06,1.48,0.5115999999999999
Tomatoes,2018/7/15,0.34,1.49,1.46,1.34,1.54,3.2868
Thompson Grapes,2018/7/15,1.16,2.32,2.41,2.74,3.11,1.2802000000000002
Strawberries,2018/7/15,1.22,2.71,2.26,2.66,3.24,1.2275
Romaine Lettuce,2018/7/15,0.31,1.69,2.16,1.34,1.83,4.6613
Red Leaf Lettuce,2018/7/15,0.3,1.69,1.66,1.34,1.57,4.2167
Potatoes,2018/7/15,1.8,4.72,4.64,3.99,5.97,1.6833000000000002
Peaches,2018/7/15,0.64,2.75,1.79,1.99,1.99,2.3281
Oranges,2018/7/15,0.53,1.58,1.54,1.74,2.3,2.3774
Nectarines,2018/7/15,0.72,2.37,1.84,1.99,1.99,1.8437999999999999
Iceberg Lettuce,2018/7/15,0.55,1.05,1.39,1.14,1.56,1.3363999999999998
Honeydews,2018/7/15,0.83,3.94,3.21,3.85,4.36,3.6265
Green Leaf Lettuce,2018/7/15,0.34,1.69,1.59,1.34,1.47,3.4779000000000004
Celery,2018/7/15,0.48,1.64,1.89,1.99,1.62,2.7188
Carrots,2018/7/15,0.3,0.92,0.92,0.99,1.19,2.35
Cantaloupe,2018/7/15,0.42,2.64,2.32,2.25,2.49,4.7738000000000005
Broccoli Crowns,2018/7/15,0.42,2.18,1.95,1.99,1.84,3.7381
Avocados,2018/7/15,0.87,1.17,1.34,1.25,1.59,0.5374
Tomatoes,2018/7/8,0.36,1.49,1.46,1.39,1.66,3.1667
Strawberries,2018/7/8,1.16,2.08,2.04,2.09,2.74,0.9289000000000001
Romaine Lettuce,2018/7/8,0.32,1.69,1.84,1.42,1.74,4.2266
Red Leaf Lettuce,2018/7/8,0.3,1.89,1.75,1.42,1.9,4.8
Potatoes,2018/7/8,1.75,5.44,4.64,3.99,5.97,1.8629
Plums,2018/7/8,0.86,1.99,2.11,1.99,1.99,1.3488
Peaches,2018/7/8,0.64,2.19,1.59,1.99,1.99,2.0313
Oranges,2018/7/8,0.53,1.45,1.49,1.74,2.68,2.4717
Nectarines,2018/7/8,0.72,1.89,1.59,1.99,1.99,1.5903
Iceberg Lettuce,2018/7/8,0.4,0.99,1.39,1.14,1.56,2.1750000000000003
Honeydews,2018/7/8,0.83,3.94,2.62,3.85,4.61,3.5241000000000002
Green Leaf Lettuce,2018/7/8,0.33,1.69,1.71,1.42,1.64,3.8939
Celery,2018/7/8,0.52,1.51,1.89,1.99,1.62,2.3702
Cauliflower,2018/7/8,0.6,2.52,3.38,3.48,3.11,4.2042
Carrots,2018/7/8,0.3,0.92,0.92,0.99,1.29,2.4333
Cantaloupe,2018/7/8,0.46,2.25,1.87,2.37,2.74,4.0163
